id	text	class_label
17334	Giving this 5 stars because it is in English. Thank you very much for that	0
17335	I did COVID-19 test twice and neither of results are available in application. I contacted the customer support but it is still unresolved	1
17336	This kind of contact tracing is a great idea, and my research indicates next to no privacy issues.	0
17337	When it worked it was good. Had to remove it as it drained the battery and phone was burning up constantly.	1
17338	The app keeps on stopping	1
17339	Easy. Some seem to be having delays in registration. Not me. Glad to do this very small thing to help keep people safe, and avoid the need for further lockdowns.	0
17340	Nice aps	0
17341	The patient who covid 19 positive was need to be automatically uploaded with the help of Phone number present in reports..	1
17342	App keeps crashing \ud83d\ude44	1
17343	Excellent	0
17344	Very good Ehteraz	0
17345	I have been waiting for it to download for the past 1 hour. And No, it's not my internet connection. I used my mobile data(M1) and unsuccessful after 15 mins. Just keeps showing "preparing to download" . And I switched to my Wifi (singtel) and it has been preparing for another 15 mins already. I hope you guys can fix this problem.	1
17346	Just install it. Stop being selfish. Nobody cares about your data LOL	0
17347	This is the worst app in the univeasr	1
17348	The idea of the app is good, but since i install it, it conflicts with other apps, for instance the QNB mobile app it can't be loaded while Ehteraz is on i have to uninstall ehteraz, and install it back once I'm done with QNB app	0
17349	cannot open the app After the last update	1
17350	very good apps for Health.	0
17351	Will not accept my mobile number so cannot install the app. Tried 3 times!	1
17352	Works well and makes sense for everybody to have if we want to avoid lockdowns and tackle outbreaks. For those worried about being tracked , watsapp , facebook , Google all gather more information than an app that can save a life.	0
17353	There is an annoying notification banner that you can't disable that only says it is working. Let us turn this off.	1
17354	It's draining android phones	1
17355	Clean and simple. Explains clearly what it does and how. Can't say (yet) if it works like it should... But that's not the fault of the app necessarily. One minor nitpick: It'd be nice if the language could be selected in the settings.	0
17356	Salam, I am from UK, trying to sign up everytime get the error message saying (make sure information entered is correct). Could you please rectify the issue. Many thanks	1
17357	Apps don’t work in my device plz check it....urgent I Have need to your Feed back	1
17358	Hi, need some help as the app keeps telling me that i have a network issue when all my other apps and internet are working fine. Can't get past the OTP stage.	1
17359	Good	0
17360	I love it it's so helpful to keep track of COVID	0
17361	This is very good and useful. It has helped me a lot in this situation of pandemic. It informs us if we come in contact with a Corona positive person. It gives details about the current Covid-19 status and the number of people near me affected by Corona. This app is extremely user-friendly. Thank for creating this app. I'll recommend it to other.	0
17362	Needs location permission to access Bluetooth low energy, but doesn't do location requests, so battery consumption is low. It happily coexists with the Italian immuni app. This is important if you regularly cross FR-IT border. In principle this app should be valid for MC. When you first install it may take a few retries to activate the service. Don't worry, retry some hours later. It doesn't ask for any data.	1
17363	Excellent app for really important purpose, but wiping out mh battery. I've had to disable it, but it's so important I don't want to uninstall it yet- I read in the Irish Times the update fixing this was meant to come out last night. Hope it won't be too much longer. Otherwise, I'd have given it 5 stars	1
17364	Not getting otp .. and battery daring too fast	1
17365	Using this app prevents Google Play Store from downloading updates to all apps (there is bug in DownloadManager that causes app update downloads to hang at progress up to 100%). In addition, using this app stops push notifications of other apps such as WhatsApp, Gmail, MyEnv etc.... that are running in the background. I open WhatsApp to find dozens of new messages when I am running TraceTogether. This behaviour has been observed on both my husband's and my phones.	1
17366	After update suppose to allow student to register but it is not working. That way by selecting NRIC works. Thanks.	1
17367	Good	0
17368	Great.	0
17369	Most of the time unable to open.	1
17370	Awesome app for the safety of nation. Great idea to create this app to trace those who might be affected with Covid. This will definitely saves life. Cool stuff.	0
17371	Excellent idea. Great app	0
17372	Unable to select date of birth in English version. Now registered in Arabic version and unable to understand questions and change language	1
17373	Drains battery & data	1
17374	Apple and android both cannot working	1
17375	Verification code icin mesaj gondermiyor. Turk hatti kullaniyorum. Kontrol edebilir misiniz?	1
17376	App won\u2019t move past Step 2 as will not accept valid phone number.	1
17377	Why the app need access to media files?? So bad	1
17378	Excellent	0
17379	I have noticed a significant increase in battery usage ever since I downloaded the app. Now I may have to charge my phone multiple times a day instead of just once.	1
17380	Am running new phone Android 10. No matter how many times I give it full permission, it says it is not authorised. Effectively, it doesn't work.	1
17381	It needs an automatic notification to do the daily Check In. You're reminded when you open the app, but not unless you go and look. Hopefully it will interoperate with whatever the UK produces for people who cross the border. Otherwise, just works.	1
17382	This app not work	1
17383	i am trying to install but its saying error requesting otp try again	1
17384	I took my test last week, i already recieved a text notification of the result of my covid test, but On the apps, it says "test is not available"	1
17385	For safety purpose	0
17386	Thank you SDAIA.Great App for Emergency	0
17387	Dear Team Bahrain, I appreciate your efforts to help keep us safe. However, I've been asked to upload selfies 4 times and I'm still half way through day 1. As I'm trying to work from home, this is proving to be rather annoying. My friends all have done the quarantine with the app but none of them are CONSTANTLY asked to submit photos. Please minimize asking us to submit photos every hour. I really don't think I need to submit over 60 photos in the span of 10 days and it's honestly annoying.	0
17388	Dependent on bluetooth connectivity too much for this app to have it constantly crashing. Always disconnecting from other devices. Uninstalling this app until reviews advise it's working better	1
17389	Not good app cannot register make it compatible to all android even 5.0.1 version do something.or youll making problem to those low version.its crisis and mandatory to download how can we buy a mobile again just to download this app. Fix this app	1
17390	Great initiative to help stop the virus. Too all the conspiracy theorists wearing tin foil hats, get a life and stop getting your news from fellow facebook morons and get the real facts. THIS WILL SAVE LIVES AND JOBS.	0
17391	Good	0
17392	ON	0
17393	Wow amazing government app	0
17394	Terrible, keep telling me wrong OTP	1
17395	I using Samsung Note3. This App after updated can't load already. Tried uninstall & install again. The App show : "Your device isn't compatible with this version." People said : is good chance to change the phone. So I buy another phone just for download this App. Cheers. I feedback just to let people know this App can't download or can't loading just because of your phone is too old. But some people said because their is Huawei brands so can not use Google / Appstore. I don't know.. Maybe..	1
17396	Good aplication	0
17397	Great initiative but sadly i couldnt use it. Says my number isnt a valid SG number when it is.	1
17398	Nice up for guiding	0
17399	I have installed before, but occassionally everytime I'm experiencing problem. my bluetooth device such wireless headphones & wearable always disconnected when at crowded user.at the end, i try reinstall, but it won't let me remove from my phone to try fix it. My solution, Phone factory reset. I'm so frustrated about this.please fix the issue.	1
17400	POOR CAN'T FILL IN DETAILS !!!	1
17401	Good	0
17402	Power hungry. Flattens battery in several hours.	1
17403	Says my phone number invalid. With and without the starting 0	1
17404	Nice app	0
17405	Seems to be missing half a dozen counties.	1
17406	Good	0
17407	Wow App	0
17408	good	0
17409	Cant register cause it does not send the OTP password to my phone number	1
17410	Useless	1
17411	Why does this app require Bluetooth connectivity?	1
17412	Asking for location permission despite enabling it	1
17413	It dident work well for me.have android phone you put phone number in it sends you a pin back you go to your text messages retrieve it same all over again different pin so gave up.stuff it.	1
17414	Thankx to developers who made our lives easier. Thanx to my Lovely country for the great efforts which have been made to protect us.	0
17415	Given the app permission to auto start but it's not doing that....	1
17416	I like this apk thanks	0
17417	Doesn't have verity of options...................,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,	1
17418	This app is a battery hog	1
17419	Dear team I am using Aarogya Setu app since more then 6 month all working fine. but suddenly couple of days if got logout hence I'm trying to log in but I'm not receiving OTP to process futher.  Please help me on priority basis as I have flight to catch today by 4 pm and as per gov policy I need this app up and running fine. .. If this dosnt get resolved I will.be in problem for onboarding a flight please help me .. waiting for your prompt Also shared email to support team but no revert yet ðŸ˜­	1
17420	The apple iOS version of this app gives weekly notifications saying you haven't come into contact with anyone covid positive. Why doesn't it do that for android? How can we have confidence that notifications are on and will tell you when you've come into contact with a positive case when the two versions do different things, and android doesn't even give you a weekly round up?	1
17421	Good	0
17422	The app is fluent and smooth	0
17423	Vry bad app it do nothing	1
17424	Every time asking update why	1
17425	Going to embrass Vivian Balakrishnan with the less than 3 star reviews.. this minister probably have not seen the horrendous review.. of such a poor developed app..	1
17426	This app is very helpful. However there is a delay getting the results. If that could be improved. It would be great.	0
17427	nice	0
17428	Good	0
17429	Nice! This is like a fast Corona test	0
17430	I have not had to use the app thank God. But it looks to be a good app. But I hope that I have never to use it if you know what I mean.	0
17431	Worst bloody app ever to install. Keep it simple idiots.	1
17432	Keeps you updated and will help if everyone used it, if your worried about giving away your data just by using Google, Facebook, Watts app etc then you have already given away all your data	1
17433	Alright, after rectification with the CSOs, the issue has been resolved. A suggestion would be to add a button for a camera scan where automatic *Check In/Out* occurs on camera scan. This is mostly for the older demographics who uses smartphones but are less literate. This autonomous check in/out only requires them to scan the QR code where they can also choose to tap to show the existing NRIC. Better to have more option for them.	1
17434	Good	0
17435	Not giving actual no of covid cases	1
17436	App drains battery and notification cannot be turned off from app	1
17437	Good	0
17438	I have tried to install but it tells me phone number is invalid so I cant install	1
17439	Very good app please make more easy to use	0
17440	Easily installed... No problem so far.	0
17441	Good idea but crucial notification for status is still missing. It seems to work as intented but the design is not with actual users in mind. There is no indication on the status of the application running in the background. This leads to me forgetting turning it on and/or off as I have no idea without opening the app. Also there are too many steps to turn it on (3 taps is a lot).	1
17442	Good	0
17443	With Android version 9 while signing up, calendar is not working and even I am unable to add date of birth manually. Please fix this issue as soon as possible.	1
17444	Not working. Keep getting message can't singup in trial mode	1
17445	I can't even get through the login it says its temporarily unavailable for like 2 days is it broke ????	1
17446	I can't download the app. Have tried to Google any problems but none available. Given up!	1
17447	The color code is lost! Un installed and reinstalled Many times	1
17448	I want this app to work but I have to take battery back ups to go shopping for 2 hours, that's if it doesn't crash or freeze up. I think this is an important app, confused why it's completely hopeless. Needs a dramatic overhaul for the people that actually use and need it for work.	1
17449	No feedback on contacts, even ones without virus. Would be good to know how may connections have been made over time.	1
17450	Always showed error verifying phone number invalid token for apple phone, s/w version iOS 13.4.1. Tested in iPhone XR and 8 plus.	1
17451	Great app	0
17452	Informational	0
17453	Very good	1
17454	Good	0
17455	What a shame!!!!	1
17456	Nice thanks	0
17457	Works well. Happy to use this and help watch the Covid numbers go down. Let\u2019s do our bit and save lives and get the pubs open safely again!	0
17458	Have not used it yet but it's a good idea	0
17459	What a shame. After all the debate about big brother it turns out that big brother is using your battery. Won't reinstall until this is sorted.	1
17460	App gets stuck on entering the phone number. Spins a spins.	1
17461	I don't get proper performance of this apps it's been 20days suffer of showing question mark	1
17462	This is a great app and just what South Africa needs to avoid a second wave as restrictions lessen. However, the government now needs to promote the use of this app, explain how to set it up and make it clear that users’ privacy and anonymity is preserved. The app is only effective if a large portion of the population is using it, so it’s now time to raise awareness and educate the public.	0
17463	Very nice and easy to use	0
17464	You think everyone in Poland should speak Polish??	1
17465	Nice	0
17466	Smart for making this app to make people safer. Thank you.	0
17467	Very good app	0
17468	Pathetic govt application	1
17469	Nice	0
17470	Very helpful	0
17471	Was working well from day one till the last 2 updates where it only shows white screen. And I don't have any means to buy another phone just for this. Hope they fix it soon.	1
17472	Good for well awareness	0
17473	It used to work but now when trying to enable , it says "HSMWrapper error".	1
17474	After update this app may some problem this app can't work I open the app but the app does not open	1
17475	App says it "is active" and therefore should be working fine, however for the past 3 days plus today, it also states in the history tab that I have had zero exchanges with other people, which cannot be correct? Please investigate whether last update affected proper functioning as the app will be useless if so. Thanks.	1
17476	It protects us. It works. That's all folks.	0
17477	I can't login since yesterday after updating Shlonik Application, Because i am using with my Mobile number and my sim line is deactivate and i can't receive OTP for login, I try to call on help line contact but no one attend my call.	1
17478	Apple phone, Registered 30mins after app available (1830hrs) , no problems. \ud83d\ude0a	0
17479	Simple to set up! Uses pretty much zero battery, and about 60kb of data every 12 hours. 66mb of RAM used. Very happy!	0
17480	My mum and I are using Oppo phones. But the app stops running in the background all the time!	1
17481	Clear and efficient App, way easy to use.	0
17482	Good . Easy to use , easy to understand.	0
17483	Good	0
17484	easy to use... great idea to curb spreading and contact tracing.. willing to on my bluetooth 24/7 for the sake of whole residents in Singapore..	0
17485	Safety for all this app	0
17486	While pressing on nationality it wont allow me to chose and the menu wont pop out	1
17487	Very funny, why can't recognize my NRIC setting...not even able to proceed next step	1
17488	Good but not working yet	0
17489	Suck battery life faster than PAP suck erp money.	1
17490	Unable to verify my NRIC no so whats next?	1
17491	After starting app the screen goes dark with COVIDsafe text in the middle.	1
17492	I am not receiving one time password sent on my phone I tried for 2 different numbers. What is the solution.	1
17493	When I downloaded the app first time it was working perfectly. Then when I tried to show the code in the food store it was asking to Update. I went back home and tried to update the app but unfortunately it stopped working. I deleted the app and treid to reinstall it but now the app is not working for me.	1
17494	Good for all	0
17495	This app is same as gov. Both are useless now.	1
17496	Good	0
17497	Ruined my phone. Had to buy a new one	1
17498	very help full	0
17499	Super	0
17500	No root support?	1
17501	Why like this,, I cant registered at the end its I'd expired but my I'd until november	1
17502	Owsome	0
17503	Easy to use app. Will be great if you add a new function remove form filling when we enter places that require checkin via QR code.	0
17504	Useless	1
17505	Excellent \ud83d\udc4d	0
17506	Very useful	0
17507	Very nice! Go ahead! Thanks to PM??	0
17508	Good app	0
17509	Installed the app 3 times now and whenever I open the app it makes me go through the setup steps again (as if i never opened the app before). After a couple of days when i open the app i get an error message and the app immediately closes when opening. Only an uninstall and reinstall works but the same behaviour again after that.	1
17510	Not working	1
17511	Cannot scan QR code. It says no network connection. I have updated the app, uninstalled and re installed, still same error.	1
17512	Nice	0
17513	Ok	0
17514	Good	0
17515	Not really working	1
17516	Very useful ...thank u BAHRAIN GOVT	0
17517	Unable to register with error message 'Invalid mobile number' even when number is definitely correct.	1
17518	I wanted to read the terms and conditions before signing up but it does not appear. I keep getting an error when I click on it. I even reinstalled the app, same. Please fix this.	1
17519	Nice	0
17520	nice	0
17521	You ask a quistion have been traded positive then a question mark but not nagged ie it should of been yes or no mo on this app does not help at all I have never been rested for c19 been very carefull flowed all rules but witch is the right easy app for yes and no for c19 for me southnorwood	1
17522	After that it was smooth sailing. Happy to do my bit for Team Australia.	0
17523	It may be since the apps was upgraded with more informations within. I can not even launched the apps. I managed to see glimpse of the new things. Those new features may be useful. My mobile is OPPO with Android Version 9.0	1
17524	Latest version seems to be a lot more energy efficient but it could be just my phone. Very stable app, easy to install and does not hinder any other phone operation. Keep it up! :-)	1
17525	Cannot open apps	0
17526	It explains thoroughly what it does at the beginning, and then stays out of your way as expected. And our right to privacy is respected!	0
17527	I cnnt receive OTP number even though try 10 times uninstall this apps	1
17528	Battery drains fast	1
17529	Gread	0
17530	Waste because not detecteing any case near by me.	1
17531	Vary good apps	0
17532	Make it available also in english. Tak!	1
17533	Battery life is suffering. Pls help	1
17534	Why would you even ask to access our media and photos?!!! And unless we agree to the term the app does not work.. that does not make sense..	1
17535	Issue fixed ... Very well refined	0
17536	App ok but kills battery	1
17537	App after latest update on 19/6, has become wonky. Bluetooth switches on/off automatically	1
17538	Very Good	0
17539	Works perfectly fine for me. Get around it people.	0
17540	100% great app, but do I really need to have notifications on? I cannot deal with that.	0
17541	Shows temporary unavailable, try again later...have tried this multiple time	1
17542	Nice black theme implementation, I like it! Some of the preliminary text could be condensed and the full counterparts moved into menus though, currently it's long and tedious to read through. Once you're past that, the interface looks intuitive though. Good work!	0
17543	Just freezes	1
17544	Great initiative. The app is very unintrusive and easy to use.	0
17545	Verry good	0
17546	Good and help fully	0
17547	nice	0
17548	Take forever to install. Make my phone hot.	1
17549	we don't need for exchange anonymised. unistalled.	1
17550	The app drains the battery quite badly. It also seems to interfere with other Bluetooth connections. Playing spotify through my Bluetooth speaker is becoming a pain.	1
17551	It keeps on crashing..cannot open..	1
17552	Not opening on android, The idea of this application is good, i hope that they will fix the problem ASAP. thanks for ur efforts	1
17553	This app is good for travel.and also this help me	0
17554	Its vary nice	0
17555	Not bad ok...	0
17556	I installed the app and after asking the permissions the app is not working. When I click on app it is immediately closing.	1
17557	Stay Safe. Please install.	0
17558	Awesome App! I can easily check in and out from multiple places! Most importantly, can see history of where i have checked on before and how many people i have encountered.	0
17559	saying invalid phone number	1
17560	It is a very boring aap which have data but not clear. There is no gain to install this aap ðŸ¤¯ðŸ¤¯ðŸ˜¡ðŸ˜¡ðŸ˜�ðŸ˜�.	1
17561	I tried to install doesnt work for andriod 7.0 devices. Shows error when i try to run for my collegues	1
17562	It is a fantastic app	0
17563	Can you design it to allow it to be used on Huawei devices like the Singpass app worked very well with the P40 Pro but the tracetogether app doesn't	1
17564	unable to setup! keep saying my ic number is wrong! even after reinstalling still same!	1
17565	Good job	0
17566	Good	0
17567	Clean and simple. Explains clearly what it does and how. Can't say (yet) if it works like it should... But that's not the fault of the app necessarily. One minor nitpick: It'd be nice if the language could be selected in the settings.	0
17568	Have already posted a review but there's a few aspects that need to be improved, such as a wake up notification asking how you feel, a way for the app to turn on Bluetooth and scan in the background rather than having it on constantly, daily number of cases per county (cork +7 etc) and have the ability to have down times as there's no need to have it running when your asleep, have that settable by the users of course. And more symptoms need to be added aswell, tiredness, confusion, clumsy, etc	1
17569	Even after negative report co.es the app doest update the status whoch is such a deterrent.	1
17570	In Huawei nova 7i app not working still no working	1
17571	Excellent	0
17572	The app is perfect only i wish to get notifications when our results have been uploaded because now we have to click again and again without any knowledge if our results have been uploading or not. So it would be much better to inform us by sending notifications for each user whenever the results have been uploaded. Looking forward for this.	1
17573	If you get the invalid number message just turn off your WiFi, it seems to work that way. Hoping this gets fixed asap as it will stop many people from registering.	1
17574	This is best way	0
17575	If there is information about the current restriction it will be better.	1
17576	Safer than apple or google.... Safer than big business, big at or pharma	0
17577	Probably the best online service the public service has ever made. Congratulations to everyone involved. I've not had any issues using it and the daily check in is a neat feature. Here's hoping we kick this whole thing soon.	0
17578	Very good	0
17579	Stuck at pin registration, UI keyboard not functional as well as the editbox..	1
17580	Well done .... great app great effort.	0
17581	Force closed since update. Help.	1
17582	The app is very commendable knowing that it tracks the safety of the residence of Qatar. But, on my phone when you open the app, it redirects to a reminder that "EHTERAZ keeps stopping". I cannot open the app. I hope this problem can be fixed. Thanks.	0
17583	Why do we need to switch on Bluetooth?	1
17584	Good	0
17585	Excessively drains battery even when BT not in use.	1
17586	battery drained quickly	1
17587	Drains battery very rapidly	1
17588	App is not even working the freezed with app name on screen	1
17589	Why does the app require access to my device files? Cannot close the app while at home. I feel that individual privacy is not considered, bit we cannot move in Qatar without this app	1
17590	Im sick	1
17591	I was forced to download the app by my supervisor and when I try to use it keep burning my battery	1
17592	have to restart app to scan qr on android. its so annoying and got blamed for holding up the queue	1
17593	Very useful application to protect ourselves	0
17594	Beautifully designed. Amazing result in such a short time to market. Well done team for keeping us safe.	0
17595	Very good	0
17596	Good app, keeping me safe. I am happy so far.	0
17597	Why does it need to access files and photos? Unrelated to COVID spread monitoring.	1
17598	Please revise the way to enter the birth date.	1
17599	Drains battery in a few hours- had to uninstall	1
17600	Eats battery	1
17601	Good	0
17602	This application is waste. The developer of this application is Brainless. This application always shows error message as "Something went Wrong please try later". This application does not even deserves 1 \ud83c\udf1f.	1
17603	I just have to say, this is a great application and I am glad the government has taken the steps to ensure our privacy while also doing contact tracing.\n\n10/10!	0
17604	Not compatible with new Samsung update. Blocks all my notifications from being seen on locked home screen	1
17605	Very poor app,from last one week showing Ted question mark,tried calling 109 but even after following instruction it's not working ...	1
17606	App keeps closing. ?????	1
17607	Wow	0
17608	I cannot register the application it said error request otp I try again and again but it doesn't work after I deleted and download app ago this time cannot access to the app. It's so annoying and wasting my time.	1
17609	Dropping to 4 as serious battery drain on version 1.0.1.44 recently. May be related to July 2020 Android 9 update which installed last week. Simple, streamlined and effective. I hope to never get the alert though.	1
17610	I have done my carona test from last two time it's not showing my result and showing wrong phone number..	1
17611	No matter what time of day l try, l cannot download it. It just keeps going around & around, without download happening	1
17612	Good app	0
17613	Straightforward, simple and effective.	0
17614	Good	0
17615	Dosen't work anyway	1
17616	Fine	0
17617	So Proud of all team bahrain ???????????? Thank you all ????????????	0
17618	Nice app	0
17619	Recently, my Samsung Note9 kept disconnecting from my S3 watch. After sometimes, the disconnection is more frequent in the morning while commuting to work... When there are many users nearby, the app gone crazy exchanging BT data...	1
17620	Straightforward and user-friendly. Free. No ads.	0
17621	Otp didnt come after 1 minute after many tries.	1
17622	Would be better if we just saw trends instead of daily figures.	1
17623	good	0
17624	No good	1
17625	Super app thanks Qatar government	0
17626	Since few days application is not working and having a question mark on the health status so Oooops you are stuck and cannot go anywhere... The way to fix it: Mobile settings/Apps/Ehteraz/Storage/Clear cache/Clear data/launch the app and try to re-register (you might need to try 2 or 3 times coz of error msg) if still not working, restart the phone and try to re-register. Finally you are green again !	1
17627	Worked for me \ud83d\udc4d	0
17628	Can you add the R rating to the app please.	1
17629	Easy to do. Support others to get back to normal.	0
17630	It tracis you every location stop it	1
17631	This application is highly recommended for all of us, to see if we're safe anywhere in this country and very useful, updated and easy to use for any age level.	0
17632	Had to reset my phone. Unfortunately previously recorded data is lost. Also would be useful to have a date stamp of positive contacts to self-assess the risk level...	1
17633	Bakwas application hai	1
17634	good	0
17635	App not open	1
17636	Slow down my phone	1
17637	Very good but consuming alot of battery	1
17638	Excellent	0
17639	Initiative	0
17640	Most useful feature Radius alert is not working, barely show a few cases. All of rest features are already available on the COVID19 web and many other sites. Plz fix radious alert to make this app worthy.	1
17641	this application are not useful our daly life	1
17642	Pls advise how to connect? I have tried putting all my NRIC details into the system but it keeps telling me to correct the red highlighted - my name!! Pls advise? Thank you	1
17643	Great	0
17644	I was able to put all my details. But cannot register my current location. Receiving a message "Sorry. Try again later". P.S. After today's update, gps issue has been fixed.	1
17645	Nice	0
17646	Good	0
17647	This app is so frustrating. I cannot get past inputting my phone number. I have tried all the troubleshooting ideas everyone suggested in the reviews and in the FAQ part of the app, but it keeps saying invalid number. I have a oppo Reno z. I would like to do more to help the community with contact tracing but this buggy app makes it impossible.	1
17648	This app is dangerous. We need better data. The data it is too vague and out dated so as a result it causes a serious amount of complacency. I advise anyone getting this app to put the bluetooth feature on and set it and forget it.	1
17649	Why the app wants to access to my media files and phone calls? Location ok, I can understand.	1
17650	Why i don't have an option for my location? I am from City of Manila District III and it is not showing in the option. How can you monitor or trace with that? It keeps on asking to turn on my bluetooth, this should use GPS. This has been endorse by Yorme. Fix this.	1
17651	So good aps	0
17652	Excellent	0
17653	It was working fine when I first installed it. Now, all of a sudden it's telling me that there no internet connection. This happens when I'm connected to wifi or data. I've already tried to uninstall and reinstall the app with the same issue.	1
17654	Battery drain rate is significantly increased. (My phone can usually last 1 day with no problem) Some bluetooth function lost/ cutoff with BT headphone.	1
17655	Easy to use and intuitive.	0
17656	Nice app	0
17657	Good	0
17658	Since yesterday my etheraz app start to show question mark and several times try to solve as per guidelines by 109. It is still showing same. If someone know please help me out and no one allow us to go inside without this app	1
17659	Great idea and easy to install	0
17660	Would of been great if it worked, another Liberal failure.	1
17661	Very nice	0
17662	Still the same problem after key in Date of issue. I think the beta programme is full.	1
17663	Save our jobs	0
17664	Shite dont work week late 	1
17665	Informatif	0
17666	Bad	1
17667	Won't stay active on Oppo 15R. Even though I have set it to remain on, phone keeps turning it off. Have even turned off monitor, still gets turned off.	1
17668	Very useful & helpful	0
17669	Fine for a couple of weeks, then phone overheating and battery performance takes a nose dive. Plenty others seeing the same issues.	1
17670	Confusing. Should be SIMPLE !!!!	1
17671	Has this app been used to trace any of the recent clusters in NSW or any of the cases in Victoria? I'm wondering if it is worthwhile having it constantly running in the background burning battery power. There doesn't seem to be any mention of the app being used in the news. Otherwise the app works fine.	1
17672	A very bad app. It does not show Covid 19 test results.	1
17673	Rubbish. Can't launch the app so it's useless.	1
17674	Good idea but it drain battery from my iPhone faster then I have time to charge it.	1
17675	Very nice and follow the way please	0
17676	This app is not showing my result	1
17677	Would be useful but kills the battery.	1
17678	Add an autostart set up option for people, I frequently forget to turn it on when going out, so making it run automatically helps greatly.	1
17679	Not installing on Samsung Galaxy Note 3 thought my OS is Android 5.0. It's like...you like people to buy new mobile phone that suits the Application to be installed?! Seriously???! Please do an update for this because it is required to ALL people here in Qatar (from local citizens to expats). \ud83d\udc4d	1
17680	Apparently my phone number I've had for over 8 years is invalid. Tried 14 times, couldnt recieve a pin therefore couldnt register. Deleted app.	1
17681	So annoying I deleted it. Wouldn't allow my phone to Bluetooth to my car or any devices. Even with the update it was terrible. My sanity won out against protecting the community and I deleted it.	1
17682	Looking good.	0
17683	Nice	0
17684	Not hard to install	0
17685	Not work!	1
17686	It's a POS!!! won't stay on despite Bluetooth on & tracking app on in the background. , Yeh download the app they keep telling you, well fix it up and we will !!	1
17687	Excellent	0
17688	Bad app always registered then invalid I'd number whats that?	1
17689	It the young people that are bringing it home to there mama dads there grand mama grand dads I do see them out on the streets no young man woman are wearing masks the don't where I live and that for suar	1
17690	It's draining battery	1
17691	Why can't I add other users? It always replays with error	1
17692	Working great since I was able to activate my account. :)	0
17693	question mark my status I re stall many times ehteraz and update still question mark my status. I call 109 but the one answer close the line	1
17694	Verry helpfull app	0
17695	Stupid app says my number is invalid!!	1
17696	It should be ofgline	1
17697	Excellent	0
17698	App is not accepting password, it is showing that"something went wrong, please try again later" always. I cannot go forward in this App. Please help to get permit	1
17699	No photo why pls	1
17700	Good	0
17701	its great app I can know covid hotspots near me	0
17702	The check in process is very slow. Using SingPass is faster.	1
17703	Good	0
17704	Rejects my mobile number consistently. Huge waste of time.	1
17705	Good app for corona helpness	0
17706	Helpful	0
17707	otp is forever wrong. ic also cant be put in. cant even download to use it.	1
17708	Easy to install, will save lives and will help get all our lives back to normal more quickly. No problems with privacy. Thank you.	0
17709	There is flaw cause it required Bluetooth to be turned on all the time It not logical	1
17710	Easy installation and clear instructions so nothing to complain about. Is the source code available for independent devs to review?	0
17711	Bad app	1
17712	The fact it needs to run constantly in the background is a real pain	1
17713	Read in paper today that 500k people have uninstalled this app due to battery killing issue. How on earth is this issue not resolved at this stage??? This is going on 3 weeks now! Was in Donegal recently for 3 day break,staying in a busy hotel, it would have been extremely useful to have had this app but as it runs my battery down in 3 hrs not an option. Seriously, please get off your hands and fix this please!!!	1
17714	Worked straight away - you need to drop the leading 0 of your mobile number.	0
17715	Useless app.	1
17716	Nonsens	1
17717	Terrible interface, horrible app optimisation and saps a ton of RAM.	1
17718	Useful	0
17719	This app has n number of issues	1
17720	The tracetogether QR code scanner does not work on the Mi 10 lite phone.	1
17721	Good app	0
17722	Great	0
17723	Its not going to remove the name.anyone know how to change my name into it.add user its not working	1
17724	This app was developed to save the nation. Good deed, keep it up \ud83d\udc4b	0
17725	Good app	0
17726	Nice	0
17727	Useless and Unnessecary	1
17728	This app is good but I have a doubt that is can we get notification when a covid 19 affected person is close to us ?	0
17729	Been trying to register and it kept on saying they sent me an OTP but i'm not receiving anything. I checked if I entered my number correctly or I have a signal. There's nothing wrong with my end. Very time consuming	1
17730	Is that possible that hacker stole data from my cellphone, since this app is working on Bluetooth??	1
17731	As with many other reviews, I have the error message with wrong number which is unrelated to me at all.	0
17732	R A D I U S A L E R T is not working. FIX it QUICK.	1
17733	Very bugged. Consume lots of battery.	1
17734	Now requires GPS to be active all the time. This wasn't always the case. I value my privacy. I will be uninstalling the app now.	1
17735	Works ok in my mobile. Please, consider adding an indicator how many close encounters have been recorded. That indicates that the app is working and illustrates how well user has managed to practise social distancing.	0
17736	All good but it keeps interfering with my other Bluetooth devices (headphones and speakers). I frequently loose connection to them.	0
17737	Supper	0
17738	18 days quarantine, still counting... \ud83d\ude22\ud83d\ude22\ud83d\ude22\ud83d\ude22\ud83d\ude22	1
17739	Something went wrong please try again later message appears... please fix it as soon as possible.... This is insane !!	1
17740	good apps	0
17741	Not what I'm looking for	1
17742	Super	0
17743	Not working	1
17744	Works well except for yes, newer bluetooth transmissions will interfere with app getting location signals. Example: a colleague sends me a document at work through Bluetooth because there is no WiFi or email in the cold freezer. That doc will interrupt and cancel location-tracing signals. In other words, it is not foolproof. Will govt arrest those who switch off their Bluetooth? What abt those working from home in essential services? This does not allow me to give a fuller review.	1
17745	Excellent	0
17746	Good clear info, Would be good if when you select a county and then by two weeks or total, that the number at the top changes from just per day to match what you have selected on the graph.	0
17747	Unusable as I required to remove cam for my phone. There is not an option to key in the location like in the singpass app.	1
17748	Disrupts my Bluetooth ear piece intermittently	1
